stateabb,year,milex,milper
AUH,1873,9762,292
AUH,1874,9818,285
AUH,1875,9723,303
AUH,1876,10838,278
AUH,1877,9838,278
AUH,1878,14821,278
AUH,1879,14045,277
AUH,1880,10314,273
AUH,1881,10460,273
AUH,1882,12668,279
AUH,1883,10807,297
AUH,1884,11097,279
AUH,1885,10426,295
AUH,1886,10227,297
AUH,1887,13574,295
AUH,1888,13484,280
AUH,1889,12947,275
AUH,1890,12801,332
AUH,1891,13455,315
AUH,1892,13116,324
AUH,1893,13477,333
AUH,1894,13319,307
AUH,1895,13719,312
AUH,1896,14144,305
AUH,1897,16042,305
AUH,1898,16755,312
AUH,1899,16462,308
AUH,1900,16242,308
AUH,1901,16948,309
AUH,1902,17147,309
AUH,1903,17630,311
AUH,1904,19241,312
AUH,1905,20591,313
AUH,1906,20252,314
AUH,1907,20297,316
AUH,1908,22296,314
AUH,1909,26217,317
AUH,1910,23208,315
AUH,1911,22227,300
AUH,1912,27376,322
AUH,1913,37513,358
AUH,1914,1042000,839
AUH,1915,2013000,3800
AUH,1916,2445000,839
AUH,1917,2862000,839
AUH,1918,2133000,839
AUS,1919,-9,29
AUS,1920,5649,29
AUS,1921,5649,29
AUS,1922,18198,29
AUS,1923,8720,29
AUS,1924,8992,30
AUS,1925,9723,30
AUS,1926,10136,22
AUS,1927,11954,20
AUS,1928,13860,20
AUS,1929,14029,21
AUS,1930,15242,21
AUS,1931,14283,21
AUS,1932,11340,21
AUS,1933,12054,21
AUS,1934,19646,21
AUS,1935,21808,25
AUS,1936,23763,26
AUS,1937,39383,42
AUS,1938,41523,58
AUS,1955,7209,15
AUS,1956,38500,19
AUS,1957,65923,23
AUS,1958,76385,27
AUS,1959,76500,31
AUS,1960,72724,35
AUS,1961,72581,38
AUS,1962,80247,38
AUS,1963,100851,75
AUS,1964,131736,55
AUS,1965,114302,55
AUS,1966,134183,55
AUS,1967,141297,60
AUS,1968,145865,55
AUS,1969,154791,55
AUS,1970,164722,55
AUS,1971,172276,60
AUS,1972,211984,60
AUS,1973,271910,60
AUS,1974,351210,60
AUS,1975,456221,50
AUS,1976,499028,40
AUS,1977,575724,37
AUS,1978,741427,40
AUS,1979,863330,40
AUS,1980,947596,40
AUS,1981,700215,40
AUS,1982,829546,40
AUS,1983,937463,50
AUS,1984,792584,40
AUS,1985,863940,40
AUS,1986,1230000,39
AUS,1987,1446000,70
AUS,1988,1430000,55
AUS,1989,1410000,48
AUS,1990,1540000,43
AUS,1991,1680000,44
AUS,1992,1660000,52
AUS,1993,1730000,52
AUS,1994,1600000,45
AUS,1995,2129000,45
AUS,1996,2098000,45
AUS,1997,1786000,48
AUS,1998,1796000,60
AUS,1999,1696000,49
AUS,2000,1612000,40
AUS,2001,1417000,35
AUS,2002,1532000,35
AUS,2003,1958000,35
AUS,2004,2222000,37
AUS,2005,2263000,40
AUS,2006,2630000,40
AUS,2007,3603000,40
AUS,2008,3193000,40
AUS,2009,2800000,35
AUS,2010,2687000,27
AUS,2011,3433000,26
AUS,2012,3232000,26
AUS,2013,3232000,23
AUS,2014,3325000,23
AUS,2015,2051000,23
AUS,2016,2313000,23
HUN,1918,-9,-9
HUN,1919,9584,27
HUN,1920,9071,27
HUN,1921,7250,35
HUN,1922,18996,35
HUN,1923,-9,35
HUN,1924,32126,35
HUN,1925,18812,35
HUN,1926,19484,35
HUN,1927,18147,35
HUN,1928,19425,35
HUN,1929,19766,35
HUN,1930,19022,35
HUN,1931,16607,35
HUN,1932,16100,35
HUN,1933,14825,35
HUN,1934,24525,35
HUN,1935,28235,35
HUN,1936,31686,35
HUN,1937,40571,35
HUN,1938,45848,35
HUN,1939,57861,33
HUN,1940,-9,-9
HUN,1941,110555,-9
HUN,1942,-9,350
HUN,1943,242120,-9
HUN,1944,433638,-9
HUN,1945,-9,-9
HUN,1946,105863,18
HUN,1947,118212,15
HUN,1948,127655,35
HUN,1949,136850,55
HUN,1950,142758,105
HUN,1951,149672,155
HUN,1952,153421,170
HUN,1953,165844,181
HUN,1954,171981,193
HUN,1955,184628,204
HUN,1956,212680,215
HUN,1957,99424,5
HUN,1958,136412,30
HUN,1959,140000,55
HUN,1960,173623,80
HUN,1961,203090,115
HUN,1962,284885,120
HUN,1963,350899,156
HUN,1964,348290,156
HUN,1965,280781,156
HUN,1966,288647,156
HUN,1967,320784,156
HUN,1968,456158,146
HUN,1969,947858,146
HUN,1970,728753,146
HUN,1971,1249100,146
HUN,1972,1276800,146
HUN,1973,1373900,140
HUN,1974,1562000,125
HUN,1975,1712200,118
HUN,1976,1657400,118
HUN,1977,1743200,122
HUN,1978,2027100,122
HUN,1979,2014800,121
HUN,1980,2618459,120
HUN,1981,2893015,119
HUN,1982,3084079,119
HUN,1983,3134502,118
HUN,1984,2136477,118
HUN,1985,1548973,117
HUN,1986,2400000,116
HUN,1987,2369000,116
HUN,1988,975000,117
HUN,1989,1810000,109
HUN,1990,1450000,94
HUN,1991,1240000,87
HUN,1992,816800,78
HUN,1993,702200,65
HUN,1994,770000,60
HUN,1995,613000,60
HUN,1996,713000,50
HUN,1997,666000,50
HUN,1998,673000,43
HUN,1999,768000,51
HUN,2000,805000,44
HUN,2001,909000,34
HUN,2002,1088000,33
HUN,2003,1403000,33
HUN,2004,1531000,33
HUN,2005,1601000,32
HUN,2006,1413000,32
HUN,2007,1530000,32
HUN,2008,1869000,32
HUN,2009,1476000,25
HUN,2010,1348000,29
HUN,2011,1330000,30
HUN,2012,1323000,23
HUN,2013,1100000,27
HUN,2014,1004000,27
HUN,2015,879000,27
HUN,2016,996000,27
CZE,1918,19847,150
CZE,1919,21741,150
