stateabb,year,irst,pec
MLI,2013,0,1806
MLI,2014,0,1918
MLI,2015,0,1955
MLI,2016,0,1981
SEN,1960,0,16
SEN,1961,0,19
SEN,1962,0,21
SEN,1963,0,22
SEN,1964,0,24
SEN,1965,0,25
SEN,1966,0,27
SEN,1967,0,32
SEN,1968,0,849
SEN,1969,0,916
SEN,1970,0,1448
SEN,1971,0,1458
SEN,1972,0,1595
SEN,1973,0,1650
SEN,1974,0,1680
SEN,1975,0,1674
SEN,1976,0,1710
SEN,1977,0,1910
SEN,1978,0,1937
SEN,1979,0,2013
SEN,1980,0,1976
SEN,1981,0,1909
SEN,1982,0,1628
SEN,1983,0,1397
SEN,1984,0,1541
SEN,1985,0,1383
SEN,1986,0,1790
SEN,1987,0,1954
SEN,1988,0,2297
SEN,1989,0,2360
SEN,1990,0,2650
SEN,1991,0,2707
SEN,1992,0,2730
SEN,1993,0,2750
SEN,1994,0,2772
SEN,1995,0,2847
SEN,1996,0,2893
SEN,1997,0,2930
SEN,1998,0,2962
SEN,1999,0,3013
SEN,2000,0,3150
SEN,2001,0,3212
SEN,2002,0,3373
SEN,2003,0,3700
SEN,2004,0,3809
SEN,2005,0,3420
SEN,2006,0,2698
SEN,2007,0,3413
SEN,2008,0,3910
SEN,2009,0,4404
SEN,2010,0,4566
SEN,2011,0,4855
SEN,2012,0,4909
SEN,2013,0,4517
SEN,2014,0,4564
SEN,2015,0,5399
SEN,2016,0,5238
BEN,1960,0,1
BEN,1961,0,1
BEN,1962,0,2
BEN,1963,0,2
BEN,1964,0,2
BEN,1965,0,3
BEN,1966,0,3
BEN,1967,0,3
BEN,1968,0,3
BEN,1969,0,7
BEN,1970,0,843
BEN,1971,0,1442
BEN,1972,0,1471
BEN,1973,0,1497
BEN,1974,0,1527
BEN,1975,0,1559
BEN,1976,0,1591
BEN,1977,0,1625
BEN,1978,0,1663
BEN,1979,0,1709
BEN,1980,0,1747
BEN,1981,0,1791
BEN,1982,0,1838
BEN,1983,0,1888
BEN,1984,0,1942
BEN,1985,0,2061
BEN,1986,0,2111
BEN,1987,0,2096
BEN,1988,0,2167
BEN,1989,0,2213
BEN,1990,0,2267
BEN,1991,0,2324
BEN,1992,0,2382
BEN,1993,0,2445
BEN,1994,0,2503
BEN,1995,0,2550
BEN,1996,0,2674
BEN,1997,0,2646
BEN,1998,0,2613
BEN,1999,0,2591
BEN,2000,0,2114
BEN,2001,0,2191
BEN,2002,0,2279
BEN,2003,0,2321
BEN,2004,0,2397
BEN,2005,0,2472
BEN,2006,0,2697
BEN,2007,0,2784
BEN,2008,0,2874
BEN,2009,0,2968
BEN,2010,0,3065
BEN,2011,0,3151
BEN,2012,0,3295
BEN,2013,0,3518
BEN,2014,0,3810
BEN,2015,0,3995
BEN,2016,0,3761
MAA,1960,0,0
MAA,1961,0,0
MAA,1962,0,0
MAA,1963,0,0
MAA,1964,0,1
MAA,1965,0,4
MAA,1966,0,4
MAA,1967,0,5
MAA,1968,0,239
MAA,1969,0,248
MAA,1970,0,263
MAA,1971,0,262
MAA,1972,0,266
MAA,1973,0,275
MAA,1974,0,276
MAA,1975,0,284
MAA,1976,0,284
MAA,1977,0,291
MAA,1978,0,297
MAA,1979,0,300
MAA,1980,0,305
MAA,1981,0,317
MAA,1982,0,450
MAA,1983,0,473
MAA,1984,0,426
MAA,1985,0,344
MAA,1986,0,346
MAA,1987,0,1820
MAA,1988,0,1844
MAA,1989,0,1669
MAA,1990,5,719
MAA,1991,7,742
MAA,1992,7,767
MAA,1993,7,792
MAA,1994,7,817
MAA,1995,5,848
MAA,1996,5,867
MAA,1997,5,880
MAA,1998,5,472
MAA,1999,5,479
MAA,2000,5,493
MAA,2001,5,511
MAA,2002,0,530
MAA,2003,0,546
MAA,2004,0,563
MAA,2005,0,581
MAA,2006,0,604
MAA,2007,0,613
MAA,2008,0,638
MAA,2009,0,652
MAA,2010,0,676
MAA,2011,0,692
MAA,2012,0,716
MAA,2013,0,733
MAA,2014,0,752
MAA,2015,0,785
MAA,2016,0,795
NIR,1960,0,1
NIR,1961,0,1
NIR,1962,0,2
NIR,1963,0,2
NIR,1964,0,2
NIR,1965,0,2
NIR,1966,0,2
NIR,1967,0,3
NIR,1968,0,3
NIR,1969,0,4
NIR,1970,0,758
NIR,1971,0,778
NIR,1972,0,800
NIR,1973,0,827
NIR,1974,0,861
NIR,1975,0,887
NIR,1976,0,911
NIR,1977,0,936
NIR,1978,0,962
NIR,1979,0,993
NIR,1980,0,1042
