stateabb,year,cinc
NOR,1968,0.0015187439
NOR,1969,0.0014735437
NOR,1970,0.0014939156
NOR,1971,0.0015136123
NOR,1972,0.0015102443
NOR,1973,0.001562607
NOR,1974,0.0015261103
NOR,1975,0.0015801091
NOR,1976,0.0016009451
NOR,1977,0.0015485088
NOR,1978,0.0016032505
NOR,1979,0.0015858129
NOR,1980,0.0015922888
NOR,1981,0.0015716341
NOR,1982,0.001583592
NOR,1983,0.0016093986
NOR,1984,0.001615905
NOR,1985,0.0015506062
NOR,1986,0.0016544866
NOR,1987,0.001611131
NOR,1988,0.0016730957
NOR,1989,0.0018237387
NOR,1990,0.0017935188
NOR,1991,0.0017703074
NOR,1992,0.0019196456
NOR,1993,0.0018330127
NOR,1994,0.0017693662
NOR,1995,0.0018250392
NOR,1996,0.0018620477
NOR,1997,0.0017749502
NOR,1998,0.0018437469
NOR,1999,0.0018022446
NOR,2000,0.0016570357
NOR,2001,0.0016660178
NOR,2002,0.0018751872
NOR,2003,0.0018500248
NOR,2004,0.0017830477
NOR,2005,0.0017976866
NOR,2006,0.0017522306
NOR,2007,0.0017335495
NOR,2008,0.0016473313
NOR,2009,0.0016937712
NOR,2010,0.0015871539
NOR,2011,0.0016832101
NOR,2012,0.0016878028
NOR,2013,0.0017238256
NOR,2014,0.0016660169
NOR,2015,0.0015573943
NOR,2016,0.0015726793
DEN,1816,0.0050356295
DEN,1817,0.0052166963
DEN,1818,0.0053548757
DEN,1819,0.004920993
DEN,1820,0.0044976482
DEN,1821,0.0040525063
DEN,1822,0.0040584044
DEN,1823,0.0046228841
DEN,1824,0.0052377274
DEN,1825,0.0054974006
DEN,1826,0.0059707677
DEN,1827,0.0082117692
DEN,1828,0.0081910919
DEN,1829,0.0080142245
DEN,1830,0.0076572839
DEN,1831,0.0072811334
DEN,1832,0.0075990669
DEN,1833,0.0075655747
DEN,1834,0.0070846849
DEN,1835,0.0075943242
DEN,1836,0.0072847814
DEN,1837,0.0076822885
DEN,1838,0.0073333825
DEN,1839,0.0069061858
DEN,1840,0.0076078787
DEN,1841,0.0067616529
DEN,1842,0.0062492969
DEN,1843,0.0057394346
DEN,1844,0.0057987757
DEN,1845,0.0060533942
DEN,1846,0.0057919258
DEN,1847,0.0057799001
DEN,1848,0.0057543018
DEN,1849,0.0057162694
DEN,1850,0.0050504599
DEN,1851,0.0055974075
DEN,1852,0.0055560363
DEN,1853,0.0057349182
DEN,1854,0.0048617437
DEN,1855,0.0045560929
DEN,1856,0.0043482813
DEN,1857,0.0048829843
DEN,1858,0.0052038506
DEN,1859,0.00489617
DEN,1860,0.003815145
DEN,1861,0.0034755869
DEN,1862,0.0033364128
DEN,1863,0.0031946024
DEN,1864,0.0030962615
DEN,1865,0.003702464
DEN,1866,0.0040502353
DEN,1867,0.0041763051
DEN,1868,0.0045385025
DEN,1869,0.0042213579
DEN,1870,0.0040023918
DEN,1871,0.0036189626
DEN,1872,0.0041363323
DEN,1873,0.0040777712
DEN,1874,0.0041222405
DEN,1875,0.0032797998
DEN,1876,0.0032328714
DEN,1877,0.0029877659
DEN,1878,0.0028314837
DEN,1879,0.0027798237
DEN,1880,0.0027788463
DEN,1881,0.0028397718
DEN,1882,0.0027442584
DEN,1883,0.0029629241
DEN,1884,0.0030057253
DEN,1885,0.0028863165
DEN,1886,0.0028157202
DEN,1887,0.0028884963
DEN,1888,0.0028728219
DEN,1889,0.0029205182
DEN,1890,0.0031151918
DEN,1891,0.002871786
DEN,1892,0.00318831
DEN,1893,0.0029908079
DEN,1894,0.0029620174
DEN,1895,0.002955026
DEN,1896,0.0028954111
DEN,1897,0.002881011
DEN,1898,0.0026410916
DEN,1899,0.0026411694
DEN,1900,0.0024751285
DEN,1901,0.0025319192
DEN,1902,0.0024482873
DEN,1903,0.0025300283
DEN,1904,0.0024243838
DEN,1905,0.0021993797
DEN,1906,0.0023616757
DEN,1907,0.0023437298
DEN,1908,0.0024720668
DEN,1909,0.0025449444
DEN,1910,0.0026714136
DEN,1911,0.0024989673
DEN,1912,0.0026598587
DEN,1913,0.00246968
DEN,1914,0.0021549386
DEN,1915,0.0019132899
DEN,1916,0.001884178
DEN,1917,0.0016842517
DEN,1918,0.0016747167
DEN,1919,0.0019902347
DEN,1920,0.0022685376
DEN,1921,0.002423424
DEN,1922,0.0022901273
DEN,1923,0.0023128253
DEN,1924,0.0025121267
DEN,1925,0.0023758397
DEN,1926,0.0024511649
DEN,1927,0.0023955815
DEN,1928,0.0023234757
DEN,1929,0.0023028257
DEN,1930,0.0022047756
DEN,1931,0.0022922934
DEN,1932,0.0022501601
DEN,1933,0.0021413846
DEN,1934,0.0020631591
DEN,1935,0.0019331367
DEN,1936,0.0020043766
DEN,1937,0.0019633761
DEN,1938,0.0019908415
DEN,1939,0.0019542719
DEN,1940,0.0016678459
DEN,1945,0.0014975524
DEN,1946,0.0021046393
DEN,1947,0.0021111842
DEN,1948,0.0020571095
DEN,1949,0.0020820156
DEN,1950,0.0017323723
DEN,1951,0.0018307918
DEN,1952,0.0017071185
DEN,1953,0.0016725502
DEN,1954,0.0016729104
DEN,1955,0.0015702549
DEN,1956,0.0015824442
DEN,1957,0.0015798623
DEN,1958,0.0015095813
DEN,1959,0.0014765229
DEN,1960,0.0014777641
DEN,1961,0.0015845079
DEN,1962,0.0016749434
DEN,1963,0.0016689543
DEN,1964,0.0017029052
DEN,1965,0.00171679
DEN,1966,0.0017338643
DEN,1967,0.0017392766
DEN,1968,0.0016892666
DEN,1969,0.001693284
DEN,1970,0.0016440192
DEN,1971,0.0016467638
DEN,1972,0.0015866979
DEN,1973,0.0015663741
DEN,1974,0.0015457842
DEN,1975,0.0015658104
DEN,1976,0.0014974746
DEN,1977,0.0015365602
DEN,1978,0.0016128989
DEN,1979,0.0015736186
DEN,1980,0.001517375
DEN,1981,0.0013833245
DEN,1982,0.0013384395
DEN,1983,0.001313524
DEN,1984,0.0012641961
DEN,1985,0.0012769932
DEN,1986,0.0013481012
DEN,1987,0.0013094018
DEN,1988,0.0013716079
DEN,1989,0.0014056867
DEN,1990,0.0015062097
DEN,1991,0.0013419478
DEN,1992,0.0016560088
DEN,1993,0.0016550559
DEN,1994,0.0016286762
DEN,1995,0.0016848587
DEN,1996,0.0017664531
DEN,1997,0.0016405075
DEN,1998,0.0016078657
DEN,1999,0.0015178919
DEN,2000,0.0013966458
DEN,2001,0.001379721
DEN,2002,0.0013616858
DEN,2003,0.0013262116
DEN,2004,0.0012839951
DEN,2005,0.0012436619
DEN,2006,0.001296701
DEN,2007,0.0012424822
DEN,2008,0.0012861594
DEN,2009,0.0012475344
DEN,2010,0.0012073476
DEN,2011,0.0010914286
DEN,2012,0.0010720562
DEN,2013,0.0010607739
DEN,2014,0.001068162
DEN,2015,0.00093841244
DEN,2016,0.00095042237
ICE,1944,0.000014287165
ICE,1945,0.00001410873
ICE,1946,0.000015766222
ICE,1947,0.000012667564
ICE,1948,0.000012620703
ICE,1949,0.000012436592
ICE,1950,0.000012784077
ICE,1951,0.000012788647
ICE,1952,0.000012306258
ICE,1953,0.000012314643
ICE,1954,0.000012692131
ICE,1955,0.000012848959
ICE,1956,0.000012696544
ICE,1957,0.000012762738
ICE,1958,0.000012925383
ICE,1959,0.00001295157
ICE,1960,0.000012750727
ICE,1961,0.000012896729
ICE,1962,0.000012707927
ICE,1963,0.000012653949
ICE,1964,0.00001259346
ICE,1965,0.000012318425
ICE,1966,0.000012128517
ICE,1967,0.000011931945
ICE,1968,0.000011956777
ICE,1969,0.000012205393
ICE,1970,0.000013235433
ICE,1971,0.000013318503
ICE,1972,0.000013522771
ICE,1973,0.000014540232
ICE,1974,0.000014413187
ICE,1975,0.000014200343
ICE,1976,0.000014017128
ICE,1977,0.000014134072
ICE,1978,0.000014064978
ICE,1979,0.000033221273
ICE,1980,0.000033220331
ICE,1981,0.000033343829
ICE,1982,0.000033700198
ICE,1983,0.00003352937
ICE,1984,0.000033250195
ICE,1985,0.00003253475
ICE,1986,0.000033774671
ICE,1987,0.000034439487
ICE,1988,0.000034549401
ICE,1989,0.000034614503
ICE,1990,0.000038908947
ICE,1991,0.000045434776
ICE,1992,0.000045511639
ICE,1993,0.000039830935
ICE,1994,0.00003952621
ICE,1995,0.000038657632
ICE,1996,0.000037993668
ICE,1997,0.000037287769
ICE,1998,0.000038603557
ICE,1999,0.000039054834
ICE,2000,0.000046540441
ICE,2001,0.000046824334
ICE,2002,0.00002383922
ICE,2003,0.000023074565
ICE,2004,0.000022857501
ICE,2005,0.000026210064
ICE,2006,0.000026461485
ICE,2007,0.000026389649
ICE,2008,0.000031579228
ICE,2009,0.00003228155
ICE,2010,0.000031151365
ICE,2011,0.000030619209
ICE,2012,0.000030397663
ICE,2013,0.000030911458
ICE,2014,0.000029535468
ICE,2015,0.000029805866
ICE,2016,0.000029226348
CAP,1975,0.00001228256
CAP,1976,0.00003179114
CAP,1977,0.000024498631
CAP,1978,0.00003695707
CAP,1979,0.00003629598
CAP,1980,0.000036451685
CAP,1981,0.000035571786
CAP,1982,0.000042387826
CAP,1983,0.000043279579
CAP,1984,0.000056644967
CAP,1985,0.000056611323
CAP,1986,0.000041948228
CAP,1987,0.000042208481
CAP,1988,0.000033814285
CAP,1989,0.000033939923
CAP,1990,0.000020400144
CAP,1991,0.000018578377
CAP,1992,0.000019052872
CAP,1993,0.00001932851
CAP,1994,0.000019782927
CAP,1995,0.000019964209
CAP,1996,0.000020283052
CAP,1997,0.000020550331
CAP,1998,0.000020717236
CAP,1999,0.000021460992
CAP,2000,0.000020976217
CAP,2001,0.000021858801
CAP,2002,0.000022085189
CAP,2003,0.000022229875
CAP,2004,0.000022379363
CAP,2005,0.000022451221
CAP,2006,0.000022375114
CAP,2007,0.000022400454
CAP,2008,0.000022175424
CAP,2009,0.000021918204
CAP,2010,0.000021477723
CAP,2011,0.000021655458
CAP,2012,0.000021575357
CAP,2013,0.000022045942
CAP,2014,0.000022319406
CAP,2015,0.000022302338
CAP,2016,0.000022570075
STP,1975,3.75E-06
STP,1976,3.76E-06
STP,1977,3.81E-06
STP,1978,3.82E-06
STP,1979,3.83E-06
STP,1980,4.13E-06
STP,1981,0.000019329476
STP,1982,0.000019421166
STP,1983,0.000019464567
STP,1984,0.00001901722
STP,1985,0.00001898303
STP,1986,0.000011791464
STP,1987,0.000011838306
STP,1988,0.000011742654
STP,1989,0.000011774028
STP,1990,0.000011777577
STP,1991,0.000012669994
STP,1992,0.000012936115
STP,1993,0.000013235455
STP,1994,0.000011229101
STP,1995,0.000011326595
STP,1996,0.000011890205
STP,1997,0.000011810152
STP,1998,0.000012294917
STP,1999,0.000012093245
STP,2000,6.62E-06
STP,2001,6.59E-06
STP,2002,6.31E-06
STP,2003,6.34E-06
STP,2004,6.42E-06
STP,2005,6.50E-06
STP,2006,6.56E-06
STP,2007,6.65E-06
STP,2008,6.76E-06
STP,2009,6.87E-06
STP,2010,6.96E-06
STP,2011,7.06E-06
STP,2012,7.13E-06
STP,2013,6.97E-06
STP,2014,7.04E-06
STP,2015,7.17E-06
STP,2016,7.24E-06
GNB,1974,0.000062991901
GNB,1975,0.000076372489
GNB,1976,0.000086579494
GNB,1977,0.000094559808
GNB,1978,0.00009477992
GNB,1979,0.000088660017
GNB,1980,0.000083175539
GNB,1981,0.00013125002
GNB,1982,0.00011351622
GNB,1983,0.00011553869
GNB,1984,0.0001228559
GNB,1985,0.00012285543
GNB,1986,0.00012118612
GNB,1987,0.00012096456
GNB,1988,0.00013616167
GNB,1989,0.00011446835
GNB,1990,0.00012607651
GNB,1991,0.00015976136
GNB,1992,0.00015631967
GNB,1993,0.00015940993
GNB,1994,0.00010776223
GNB,1995,0.0001084235
GNB,1996,0.00010986451
GNB,1997,0.00011032877
GNB,1998,0.00011269221
GNB,1999,0.00011315553
GNB,2000,0.00011284868
GNB,2001,0.00013276405
GNB,2002,0.00011765308
GNB,2003,0.00014991453
GNB,2004,0.00015095004
GNB,2005,0.00015257022
GNB,2006,0.00015375718
GNB,2007,0.00015525008
GNB,2008,0.00015486097
GNB,2009,0.00012954535
GNB,2010,0.00013053521
GNB,2011,0.00011523936
GNB,2012,0.00011665065
GNB,2013,0.00013648666
GNB,2014,0.00013782196
GNB,2015,0.00013964345
GNB,2016,0.00014146991
EQG,1968,0.000013445298
EQG,1969,0.000022778235
EQG,1970,0.000024851626
EQG,1971,0.000022397808
EQG,1972,0.000027910002
EQG,1973,0.000049666458
EQG,1974,0.00006651345
EQG,1975,0.000066061271
EQG,1976,0.00006686915
EQG,1977,0.000055810287
EQG,1978,0.00005569289
EQG,1979,0.000055622455
EQG,1980,0.000047286969
EQG,1981,0.00004771159
EQG,1982,0.000049460912
EQG,1983,0.000058575526
EQG,1984,0.00006632421
EQG,1985,0.000067453875
EQG,1986,0.000056022065
EQG,1987,0.000052425556
EQG,1988,0.000041915711
EQG,1989,0.000039529481
EQG,1990,0.000039098362
EQG,1991,0.000040730174
EQG,1992,0.00004164613
EQG,1993,0.000041979438
EQG,1994,0.000035699803
EQG,1995,0.000035949364
EQG,1996,0.000036189333
EQG,1997,0.000037500897
EQG,1998,0.000037934089
EQG,1999,0.000039831793
EQG,2000,0.000038138827
EQG,2001,0.000050532177
EQG,2002,0.000052551037
EQG,2003,0.000050693809
EQG,2004,0.000050242095
EQG,2005,0.000062199972
EQG,2006,0.000071173847
EQG,2007,0.000069825845
EQG,2008,0.000064866043
EQG,2009,0.000066833862
EQG,2010,0.000075590484
EQG,2011,0.000069414753
EQG,2012,0.000075435135
EQG,2013,0.000085242529
EQG,2014,0.000082229766
EQG,2015,0.00010240001
EQG,2016,0.00010351544
GAM,1965,0.00002059514
GAM,1966,0.000020717109
GAM,1967,0.000020825441
GAM,1968,0.000020928894
GAM,1969,0.000021060689
GAM,1970,0.000022419559
GAM,1971,0.000022627177
GAM,1972,0.000022829536
GAM,1973,0.0000226599
GAM,1974,0.000022907425
GAM,1975,0.00002303769
GAM,1976,0.000023129725
GAM,1977,0.000023335211
GAM,1978,0.00002361199
GAM,1979,0.000023825918
GAM,1980,0.000024143112
GAM,1981,0.000031023166
GAM,1982,0.00003083203
GAM,1983,0.000034294142
GAM,1984,0.000039290713
GAM,1985,0.00003354295
GAM,1986,0.000040465817
GAM,1987,0.000034596578
GAM,1988,0.000035600006
GAM,1989,0.000041992254
GAM,1990,0.000050977204
GAM,1991,0.0000538229
GAM,1992,0.000043023148
GAM,1993,0.000041137446
GAM,1994,0.000044168086
GAM,1995,0.000044889483
GAM,1996,0.00004539268
GAM,1997,0.000045943994
GAM,1998,0.000047465939
GAM,1999,0.000048249483
GAM,2000,0.000046397367
GAM,2001,0.000049864382
GAM,2002,0.000082591439
GAM,2003,0.000083136394
GAM,2004,0.000083846091
GAM,2005,0.000084848922
GAM,2006,0.000085558451
GAM,2007,0.000086594308
GAM,2008,0.000088577501
GAM,2009,0.000088363384
GAM,2010,0.00010560443
GAM,2011,0.000089529654
GAM,2012,0.00010768379
GAM,2013,0.00010166631
GAM,2014,0.00010233022
GAM,2015,0.00010298353
GAM,2016,0.00010377775
MLI,1960,0.00031879428
MLI,1961,0.00032271477
MLI,1962,0.00033149138
MLI,1963,0.00033662783
MLI,1964,0.0003622807
MLI,1965,0.00036810347
MLI,1966,0.00033843282
MLI,1967,0.00032290415
MLI,1968,0.00033174589
MLI,1969,0.00033030671
MLI,1970,0.0003759503
MLI,1971,0.00037555973
MLI,1972,0.00037566299
MLI,1973,0.00040902357
MLI,1974,0.00040807875
MLI,1975,0.00041198151
MLI,1976,0.00041404797
MLI,1977,0.00041316383
MLI,1978,0.00042374653
MLI,1979,0.00040874272
MLI,1980,0.00042774851
MLI,1981,0.00043982209
MLI,1982,0.00044181859
MLI,1983,0.00044501055
MLI,1984,0.00044633108
MLI,1985,0.00044509975
MLI,1986,0.00042297557
MLI,1987,0.00042973447
MLI,1988,0.00042924471
MLI,1989,0.00042884788
MLI,1990,0.00044856939
MLI,1991,0.00050216762
MLI,1992,0.00051199464
MLI,1993,0.00051759463
MLI,1994,0.00052121968
MLI,1995,0.0005265816
MLI,1996,0.00051635801
MLI,1997,0.00052268186
MLI,1998,0.00049896853
MLI,1999,0.0005021593
MLI,2000,0.00048925821
MLI,2001,0.00047340227
MLI,2002,0.00051006401
MLI,2003,0.00051986874
MLI,2004,0.00052983098
MLI,2005,0.0005436521
MLI,2006,0.00055441621
MLI,2007,0.00056671991
MLI,2008,0.00057363824
MLI,2009,0.00058474508
MLI,2010,0.00059628236
MLI,2011,0.00060879777
MLI,2012,0.00061780866
MLI,2013,0.00064542919
MLI,2014,0.00062710309
MLI,2015,0.00067962211
MLI,2016,0.00071500684
SEN,1960,0.00034318995
SEN,1961,0.00037884837
SEN,1962,0.00038283164
SEN,1963,0.00042850894
SEN,1964,0.00041731345
SEN,1965,0.00043315077
SEN,1966,0.00043121443
SEN,1967,0.00043878914
SEN,1968,0.00046397018
SEN,1969,0.0004333503
SEN,1970,0.0004803316
SEN,1971,0.00048487916
SEN,1972,0.0004911932
SEN,1973,0.00049478083
SEN,1974,0.00049103342
SEN,1975,0.00049700646
SEN,1976,0.00052339426
SEN,1977,0.00054708647
SEN,1978,0.00055280508
SEN,1979,0.00052866776
SEN,1980,0.00053144252
SEN,1981,0.00057230436
SEN,1982,0.00058729114
SEN,1983,0.00058688282
SEN,1984,0.00058224279
SEN,1985,0.00058776577
SEN,1986,0.00060961407
SEN,1987,0.0006264468
SEN,1988,0.00061363395
SEN,1989,0.00064085895
SEN,1990,0.00066963152
SEN,1991,0.00070743554
SEN,1992,0.00073306024
SEN,1993,0.00070917886
SEN,1994,0.00066115434
SEN,1995,0.00065790903
SEN,1996,0.00065093953
SEN,1997,0.00064441166
SEN,1998,0.00063938845
SEN,1999,0.00063461717
SEN,2000,0.00060439436
SEN,2001,0.00062430114
SEN,2002,0.00062878459
SEN,2003,0.00067911088
SEN,2004,0.00068653264
SEN,2005,0.00069399236
SEN,2006,0.00069644279
SEN,2007,0.00071419351
SEN,2008,0.00072317704
SEN,2009,0.0007313544
SEN,2010,0.00073419575
SEN,2011,0.00075037905
SEN,2012,0.00075081456
SEN,2013,0.00072766951
SEN,2014,0.00073554175
SEN,2015,0.00074611604
SEN,2016,0.00075688265
BEN,1960,0.00012810413
BEN,1961,0.00012017675
BEN,1962,0.0001615357
BEN,1963,0.00017001665
BEN,1964,0.00017169159
BEN,1965,0.00017376523
BEN,1966,0.00017287464
BEN,1967,0.00018248685
BEN,1968,0.00018671202
BEN,1969,0.00018520324
BEN,1970,0.00020584033
BEN,1971,0.00022249958
BEN,1972,0.00022541004
BEN,1973,0.00023597832
BEN,1974,0.00023938385
BEN,1975,0.00023725819
BEN,1976,0.00024305754
BEN,1977,0.00024482823
BEN,1978,0.00026390565
BEN,1979,0.00026563782
BEN,1980,0.00027486347
BEN,1981,0.00029357904
BEN,1982,0.00029949521
BEN,1983,0.00030493649
BEN,1984,0.00030725021
BEN,1985,0.00031363041
BEN,1986,0.00030754961
BEN,1987,0.00031052218
BEN,1988,0.00032201485
BEN,1989,0.00032859299
BEN,1990,0.00033474233
BEN,1991,0.000353482
BEN,1992,0.00036318274
BEN,1993,0.00042904235
BEN,1994,0.00036053508
BEN,1995,0.0003600324
BEN,1996,0.00036014174
BEN,1997,0.00036007896
BEN,1998,0.00035660216
BEN,1999,0.00035538489
BEN,2000,0.00032662941
BEN,2001,0.0003394626
BEN,2002,0.00037515341
BEN,2003,0.00037922032
BEN,2004,0.00038354876
BEN,2005,0.00045314647
BEN,2006,0.00039051744
BEN,2007,0.00039543465
BEN,2008,0.00039954181
BEN,2009,0.00040769586
BEN,2010,0.00040728704
BEN,2011,0.00041151789
BEN,2012,0.00041658181
BEN,2013,0.0004289475
BEN,2014,0.00043576187
BEN,2015,0.00051986804
BEN,2016,0.00044830234
MAA,1960,0.000058176582
MAA,1961,0.000059004127
MAA,1962,0.000059377671
MAA,1963,0.000060358198
MAA,1964,0.000073341893
MAA,1965,0.000074002761
MAA,1966,0.00007423995
MAA,1967,0.000075204094
MAA,1968,0.000081880913
MAA,1969,0.000087862129
MAA,1970,0.000086338827
MAA,1971,0.000083044011
MAA,1972,0.000083551509
MAA,1973,0.000084207262
MAA,1974,0.000083988401
MAA,1975,0.000092690461
MAA,1976,0.00020206088
MAA,1977,0.0002193547
MAA,1978,0.0001794188
MAA,1979,0.00015120847
MAA,1980,0.0001539324
MAA,1981,0.00017057078
MAA,1982,0.0001975932
MAA,1983,0.00019442705
MAA,1984,0.0001887955
MAA,1985,0.00019029202
MAA,1986,0.00019634556
MAA,1987,0.00022146106
MAA,1988,0.00026764075
MAA,1989,0.00024220196
MAA,1990,0.00027297708
MAA,1991,0.00024766783
MAA,1992,0.00024950021
MAA,1993,0.00024953531
MAA,1994,0.00025246697
MAA,1995,0.00025341561
MAA,1996,0.00025537537
MAA,1997,0.00025510765
MAA,1998,0.0002568601
MAA,1999,0.00025633239
MAA,2000,0.00025634619
MAA,2001,0.00026537973
MAA,2002,0.00027853271
MAA,2003,0.00028097752
MAA,2004,0.00028370885
MAA,2005,0.00028657904
MAA,2006,0.00028954499
MAA,2007,0.00029281309
MAA,2008,0.00030425395
MAA,2009,0.00030311482
MAA,2010,0.00030210486
MAA,2011,0.00030988394
MAA,2012,0.00030884708
MAA,2013,0.00031915805
MAA,2014,0.00036768694
MAA,2015,0.00037354892
MAA,2016,0.00033160235
NIR,1960,0.00017425352
NIR,1961,0.00017657691
NIR,1962,0.00017877149
NIR,1963,0.00019477884
NIR,1964,0.00019477466
NIR,1965,0.00019678463
NIR,1966,0.00020404492
NIR,1967,0.00020441363
NIR,1968,0.00021183079
NIR,1969,0.00021229468
NIR,1970,0.00022911486
NIR,1971,0.00022931497
NIR,1972,0.00025250486
NIR,1973,0.00025298056
NIR,1974,0.00025747687
NIR,1975,0.00026106354
NIR,1976,0.000263736
NIR,1977,0.00028086492
NIR,1978,0.0002702818
NIR,1979,0.00027857383
NIR,1980,0.00028712253
NIR,1981,0.00031013438
NIR,1982,0.00031119352
NIR,1983,0.0003175998
NIR,1984,0.00032093551
NIR,1985,0.0003268345
NIR,1986,0.0003399447
NIR,1987,0.00036319689
NIR,1988,0.00037297321
NIR,1989,0.00037945685
NIR,1990,0.00039425871
NIR,1991,0.00040511251
NIR,1992,0.00041398464
NIR,1993,0.00041107283
NIR,1994,0.0004227786
NIR,1995,0.00042833667
NIR,1996,0.00043298508
NIR,1997,0.00043808747
NIR,1998,0.00045327679
NIR,1999,0.0004581312
NIR,2000,0.0004548133
NIR,2001,0.00046709119
NIR,2002,0.0004691887
NIR,2003,0.00047676807
NIR,2004,0.00048259279
NIR,2005,0.00048886478
NIR,2006,0.00049560965
NIR,2007,0.00050328084
NIR,2008,0.00051032798
NIR,2009,0.00051916233
NIR,2010,0.00052766514
NIR,2011,0.00054113154
NIR,2012,0.00058449182
NIR,2013,0.00072279386
NIR,2014,0.00073786668
NIR,2015,0.00075370044
NIR,2016,0.00077113759
CDI,1960,0.00028626857
CDI,1961,0.00032147756
CDI,1962,0.00033022754
CDI,1963,0.00035943132
CDI,1964,0.00036961969
CDI,1965,0.00036637508
CDI,1966,0.00037718221
CDI,1967,0.00037686451
CDI,1968,0.00041939059
CDI,1969,0.00041276109
CDI,1970,0.00044127813
CDI,1971,0.00045162879
CDI,1972,0.0004650848
CDI,1973,0.00047383358
CDI,1974,0.000495705
CDI,1975,0.00055784866
CDI,1976,0.00059372291
CDI,1977,0.00063049019
CDI,1978,0.00066226907
CDI,1979,0.00068023714
CDI,1980,0.00070799945
CDI,1981,0.00072391366
CDI,1982,0.00075580855
CDI,1983,0.00078017643
CDI,1984,0.00079016405
CDI,1985,0.00082535465
CDI,1986,0.00083622639
CDI,1987,0.00086640631
CDI,1988,0.00088818243
CDI,1989,0.00090371119
CDI,1990,0.00096893392
CDI,1991,0.0010104401
CDI,1992,0.0010239752
CDI,1993,0.001035115
CDI,1994,0.0010196669
CDI,1995,0.0010399118
CDI,1996,0.0010551058
CDI,1997,0.0010308011
CDI,1998,0.0010257851
CDI,1999,0.0010222535
CDI,2000,0.00095813698
CDI,2001,0.0010722436
CDI,2002,0.0011395796
CDI,2003,0.0011380615
CDI,2004,0.0011824104
CDI,2005,0.0012042308
CDI,2006,0.0012029656
CDI,2007,0.0012032448
CDI,2008,0.0012001661
CDI,2009,0.0011900224
CDI,2010,0.0011900805
CDI,2011,0.0012285367
CDI,2012,0.0012703456
CDI,2013,0.0012994669
CDI,2014,0.0013272823
CDI,2015,0.0013422227
CDI,2016,0.0013554124
GUI,1958,0.00024268971
GUI,1959,0.00024387884
GUI,1960,0.00025758095
GUI,1961,0.00026948922
GUI,1962,0.00027167698
GUI,1963,0.00031394311
GUI,1964,0.00029817075
GUI,1965,0.00031655442
GUI,1966,0.00031217907
GUI,1967,0.00028289505
GUI,1968,0.00030765601
GUI,1969,0.0003075639
GUI,1970,0.00036332707
GUI,1971,0.0003631872
GUI,1972,0.00040911947
GUI,1973,0.00040263921
GUI,1974,0.00039464148
GUI,1975,0.00033120951
GUI,1976,0.0004073029
GUI,1977,0.00036732975
GUI,1978,0.00046627654
GUI,1979,0.00046534801
GUI,1980,0.00054181844
GUI,1981,0.00046680478
GUI,1982,0.00047168534
GUI,1983,0.00046147735
GUI,1984,0.00045255414
GUI,1985,0.00053165253
GUI,1986,0.0005034206
GUI,1987,0.00050611672
GUI,1988,0.00037461793
GUI,1989,0.00039020993
GUI,1990,0.00039451642
GUI,1991,0.00041941056
GUI,1992,0.0004994034
GUI,1993,0.00043597177
GUI,1994,0.00042412727
GUI,1995,0.00044330739
GUI,1996,0.00044563509
GUI,1997,0.00042877754
GUI,1998,0.00042289009
GUI,1999,0.00043242596
GUI,2000,0.00041077076
GUI,2001,0.00041424992
GUI,2002,0.00051777821
GUI,2003,0.00051636191
GUI,2004,0.0005158381
GUI,2005,0.00051156501
GUI,2006,0.00051127892
GUI,2007,0.0005338561
GUI,2008,0.00053473428
GUI,2009,0.00054035312
GUI,2010,0.00063946628
GUI,2011,0.00054249569
GUI,2012,0.00064981979
GUI,2013,0.00060605397
GUI,2014,0.00060937257
GUI,2015,0.00061482406
GUI,2016,0.00062108156
BFO,1960,0.00023789283
BFO,1961,0.00023715266
BFO,1962,0.00023883712
BFO,1963,0.00025455939
BFO,1964,0.00026089823
BFO,1965,0.00025969799
BFO,1966,0.00025741995
BFO,1967,0.00025622675
BFO,1968,0.00025505316
BFO,1969,0.00026144588
BFO,1970,0.00029265511
BFO,1971,0.00031890284
BFO,1972,0.00032506898
BFO,1973,0.00032430413
BFO,1974,0.00032116083
BFO,1975,0.00032707959
BFO,1976,0.00038069478
BFO,1977,0.0003635305
BFO,1978,0.0003663885
BFO,1979,0.0003593899
BFO,1980,0.00037038597
BFO,1981,0.0003927761
BFO,1982,0.00040365694
BFO,1983,0.00044163558
BFO,1984,0.00045318762
BFO,1985,0.00046835534
BFO,1986,0.00047390253
BFO,1987,0.00047992764
BFO,1988,0.00047846555
BFO,1989,0.00048894889
BFO,1990,0.00050717377
BFO,1991,0.00053189805
BFO,1992,0.00054293848
BFO,1993,0.00052452774
BFO,1994,0.000528734
BFO,1995,0.00053285982
BFO,1996,0.00054304965
BFO,1997,0.00054613681
BFO,1998,0.00055308943
BFO,1999,0.0005410703
BFO,2000,0.00052078266
BFO,2001,0.0005380417
BFO,2002,0.00059326965
BFO,2003,0.0006132152
BFO,2004,0.00063121604
BFO,2005,0.00065152743
BFO,2006,0.00066648726
BFO,2007,0.00068371545
BFO,2008,0.00069800043
BFO,2009,0.00071094732
BFO,2010,0.00072400569
BFO,2011,0.00074230932
BFO,2012,0.000755482
BFO,2013,0.00074252166
BFO,2014,0.00075524498
BFO,2015,0.0007680399
